what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.PropertySheet",1389367853483
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1389367854014
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1389367854102
activated,editor,org.pi4soa.designer,3.1.2.v20120307-2048-H257-Beta2,"org.pi4soa.designer.Pi4SOADesignerID",1389367858574
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.PropertySheet",1389367860830
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389367860900
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389367861629
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389367862665
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389367868861
activated,editor,org.pi4soa.designer,3.1.2.v20120307-2048-H257-Beta2,"org.pi4soa.designer.Pi4SOADesignerID",1389367871233
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389367877761
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389367884980
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389367885403
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389367908217
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1389367913888
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.PropertySheet",1389367916608
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1389367917013
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1389367917148
activated,editor,org.pi4soa.designer,3.1.2.v20120307-2048-H257-Beta2,"org.pi4soa.designer.Pi4SOADesignerID",1389367918076
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.PropertySheet",1389367920807
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1389367921067
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1389367921189
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389367922047
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389367922640
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389367923979
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389367925394
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1389367930824
