what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1389348872419
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389348872648
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1389348872663
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.rename",1389348872663
activated,editor,org.pi4soa.designer,3.1.2.v20120307-2048-H257-Beta2,"org.pi4soa.designer.Pi4SOADesignerID",1389348874414
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.PropertySheet",1389348881604
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1389348882228
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389348886922
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389348890427
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389348915323
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389348919609
activated,editor,org.pi4soa.designer,3.1.2.v20120307-2048-H257-Beta2,"org.pi4soa.designer.Pi4SOADesignerID",1389348919629
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.PropertySheet",1389348921223
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1389348921726
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1389348921836
activated,editor,org.pi4soa.designer,3.1.2.v20120307-2048-H257-Beta2,"org.pi4soa.designer.Pi4SOADesignerID",1389348922798
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.PropertySheet",1389348924366
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1389348924723
activated,editor,org.pi4soa.designer,3.1.2.v20120307-2048-H257-Beta2,"org.pi4soa.designer.Pi4SOADesignerID",1389348929730
opened,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1389348931765
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1389348931796
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.PropertySheet",1389348939785
activated,editor,org.pi4soa.designer,3.1.2.v20120307-2048-H257-Beta2,"org.pi4soa.designer.Pi4SOADesignerID",1389348941360
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389348955866
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389348958446
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389348965720
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389348969280
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.PropertySheet",1389348972784
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1389348978751
