what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389367001295
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1389367014069
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1389367015434
activated,editor,org.pi4soa.designer,3.1.2.v20120307-2048-H257-Beta2,"org.pi4soa.designer.Pi4SOADesignerID",1389367017215
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1389367019488
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1389367025816
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1389367027809
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1389367035371
activated,editor,org.pi4soa.designer,3.1.2.v20120307-2048-H257-Beta2,"org.pi4soa.designer.Pi4SOADesignerID",1389367035542
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1389367037020
activated,editor,org.pi4soa.designer,3.1.2.v20120307-2048-H257-Beta2,"org.pi4soa.designer.Pi4SOADesignerID",1389367037429
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1389367041884
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389367043063
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389367047673
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1389367047683
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ResourceNavigator",1389367050321
opened,editor,org.pi4soa.scenario.designer,3.1.2.v20120307-2048-H257-Beta2,"org.pi4soa.scenario.designer.Pi4SOAScenarioDesignerID",1389367050668
activated,editor,org.pi4soa.scenario.designer,3.1.2.v20120307-2048-H257-Beta2,"org.pi4soa.scenario.designer.Pi4SOAScenarioDesignerID",1389367050703
activated,editor,org.pi4soa.designer,3.1.2.v20120307-2048-H257-Beta2,"org.pi4soa.designer.Pi4SOADesignerID",1389367103333
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1389367105225
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389367112370
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389367128057
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1389367132504
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1389367133060
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1389367138660
activated,editor,org.pi4soa.designer,3.1.2.v20120307-2048-H257-Beta2,"org.pi4soa.designer.Pi4SOADesignerID",1389367138823
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1389367139439
activated,editor,org.pi4soa.designer,3.1.2.v20120307-2048-H257-Beta2,"org.pi4soa.designer.Pi4SOADesignerID",1389367140612
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ResourceNavigator",1389367146757
opened,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1389367148858
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1389367148893
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1389367149937
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1389367150102
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389367150433
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389367181388
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1389367183166
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1389367183435
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1389367183944
error,log,,,"Failed to re-load Choreography Description after external update",1389367184000
closed,editor,org.pi4soa.designer,3.1.2.v20120307-2048-H257-Beta2,"org.pi4soa.designer.Pi4SOADesignerID",1389367184009
activated,editor,org.pi4soa.scenario.designer,3.1.2.v20120307-2048-H257-Beta2,"org.pi4soa.scenario.designer.Pi4SOAScenarioDesignerID",1389367185223
closed,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1389367185230
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ResourceNavigator",1389367185834
opened,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1389367186945
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1389367186977
activated,editor,org.pi4soa.scenario.designer,3.1.2.v20120307-2048-H257-Beta2,"org.pi4soa.scenario.designer.Pi4SOAScenarioDesignerID",1389367188346
closed,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1389367188352
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ResourceNavigator",1389367188806
error,log,,,"An unexpected exception was thrown.",1389367190046
error,log,,,"Unable to create editor ID org.pi4soa.designer.Pi4SOADesignerID: The specified input is not a valid choreography description.",1389367190050
opened,editor,org.pi4soa.designer,3.1.2.v20120307-2048-H257-Beta2,"org.pi4soa.designer.Pi4SOADesignerID",1389367190062
opened,editor,org.pi4soa.designer,3.1.2.v20120307-2048-H257-Beta2,"org.pi4soa.designer.Pi4SOADesignerID",1389367190065
activated,editor,org.pi4soa.designer,3.1.2.v20120307-2048-H257-Beta2,"org.pi4soa.designer.Pi4SOADesignerID",1389367190082
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389367194987
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389367205507
activated,editor,org.pi4soa.scenario.designer,3.1.2.v20120307-2048-H257-Beta2,"org.pi4soa.scenario.designer.Pi4SOAScenarioDesignerID",1389367206838
closed,editor,org.pi4soa.designer,3.1.2.v20120307-2048-H257-Beta2,"org.pi4soa.designer.Pi4SOADesignerID",1389367206844
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ResourceNavigator",1389367207510
opened,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1389367209143
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1389367209178
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1389367209694
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1389367209880
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1389367210176
activated,editor,org.pi4soa.scenario.designer,3.1.2.v20120307-2048-H257-Beta2,"org.pi4soa.scenario.designer.Pi4SOAScenarioDesignerID",1389367211119
closed,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1389367211128
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ResourceNavigator",1389367211743
opened,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1389367211935
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1389367211969
activated,editor,org.pi4soa.scenario.designer,3.1.2.v20120307-2048-H257-Beta2,"org.pi4soa.scenario.designer.Pi4SOAScenarioDesignerID",1389367213652
closed,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1389367213657
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ResourceNavigator",1389367214374
error,log,,,"An unexpected exception was thrown.",1389367215712
error,log,,,"Unable to create editor ID org.pi4soa.designer.Pi4SOADesignerID: The specified input is not a valid choreography description.",1389367215716
opened,editor,org.pi4soa.designer,3.1.2.v20120307-2048-H257-Beta2,"org.pi4soa.designer.Pi4SOADesignerID",1389367215725
opened,editor,org.pi4soa.designer,3.1.2.v20120307-2048-H257-Beta2,"org.pi4soa.designer.Pi4SOADesignerID",1389367215729
activated,editor,org.pi4soa.designer,3.1.2.v20120307-2048-H257-Beta2,"org.pi4soa.designer.Pi4SOADesignerID",1389367215754
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389367220853
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389367220924
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389367220928
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389367229325
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ResourceNavigator",1389367230423
opened,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1389367231951
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1389367231979
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1389367232559
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1389367232770
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1389367233271
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ResourceNavigator",1389367234097
activated,editor,org.pi4soa.designer,3.1.2.v20120307-2048-H257-Beta2,"org.pi4soa.designer.Pi4SOADesignerID",1389367235874
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389367238610
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389367260278
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389367260730
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389367264500
activated,editor,org.pi4soa.scenario.designer,3.1.2.v20120307-2048-H257-Beta2,"org.pi4soa.scenario.designer.Pi4SOAScenarioDesignerID",1389367264656
closed,editor,org.pi4soa.designer,3.1.2.v20120307-2048-H257-Beta2,"org.pi4soa.designer.Pi4SOADesignerID",1389367266787
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ResourceNavigator",1389367268846
error,log,,,"Core exception while retrieving the content description",1389367273741
error,log,,,"Core exception while retrieving the content description",1389367273747
opened,editor,org.pi4soa.designer,3.1.2.v20120307-2048-H257-Beta2,"org.pi4soa.designer.Pi4SOADesignerID",1389367275133
activated,editor,org.pi4soa.designer,3.1.2.v20120307-2048-H257-Beta2,"org.pi4soa.designer.Pi4SOADesignerID",1389367275181
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1389367277370
activated,editor,org.pi4soa.designer,3.1.2.v20120307-2048-H257-Beta2,"org.pi4soa.designer.Pi4SOADesignerID",1389367277558
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389367288709
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389367340361
activated,editor,org.pi4soa.scenario.designer,3.1.2.v20120307-2048-H257-Beta2,"org.pi4soa.scenario.designer.Pi4SOAScenarioDesignerID",1389367342076
closed,editor,org.pi4soa.designer,3.1.2.v20120307-2048-H257-Beta2,"org.pi4soa.designer.Pi4SOADesignerID",1389367342086
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ResourceNavigator",1389367342955
error,log,,,"Core exception while retrieving the content description",1389367343026
error,log,,,"Core exception while retrieving the content description",1389367343032
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389367344227
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389367346899
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1389367346970
activated,editor,org.pi4soa.scenario.designer,3.1.2.v20120307-2048-H257-Beta2,"org.pi4soa.scenario.designer.Pi4SOAScenarioDesignerID",1389367348228
closed,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1389367348239
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ResourceNavigator",1389367349007
opened,editor,org.pi4soa.designer,3.1.2.v20120307-2048-H257-Beta2,"org.pi4soa.designer.Pi4SOADesignerID",1389367350464
