what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389363311103
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389363316579
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.PropertySheet",1389363318653
activated,editor,org.pi4soa.scenario.designer,3.1.2.v20120307-2048-H257-Beta2,"org.pi4soa.scenario.designer.Pi4SOAScenarioDesignerID",1389363320868
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.PropertySheet",1389363322025
activated,editor,org.pi4soa.scenario.designer,3.1.2.v20120307-2048-H257-Beta2,"org.pi4soa.scenario.designer.Pi4SOAScenarioDesignerID",1389363325142
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.PropertySheet",1389363326142
activated,editor,org.pi4soa.scenario.designer,3.1.2.v20120307-2048-H257-Beta2,"org.pi4soa.scenario.designer.Pi4SOAScenarioDesignerID",1389363328564
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389363331595
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389363347770
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389363362511
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110510,"org.eclipse.equinox.p2.garbagecollector",1389363396574
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389363438786
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389363441915
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389363475268
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ResourceNavigator",1389363478016
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389363493012
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389363501652
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1389363501662
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389363507088
