what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.navigate.linkWithEditor",1389369534650
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.navigate.linkWithEditor",1389369535182
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.navigate.linkWithEditor",1389369535342
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1389369538171
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1389369538741
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1389369538914
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1389369540082
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1389369540306
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1389369541498
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1389369541698
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1389369545560
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ResourceNavigator",1389369546057
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.navigate.collapseAll",1389369548923
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1389369551793
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1389369552785
started,bundle,org.savara.tools.common,2.0.0.Final,"org.savara.tools.common",1389369554319
started,bundle,org.savara.tools.scenario,2.0.0.Final,"org.savara.tools.scenario",1389369554320
opened,editor,org.savara.tools.scenario,2.0.0.Final,"org.savara.tools.scenario.designer.ScenarioDesignerID",1389369554529
activated,editor,org.savara.tools.scenario,2.0.0.Final,"org.savara.tools.scenario.designer.ScenarioDesignerID",1389369554649
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389369556787
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389369596392
